clean_text,label
jackson hole wyofederal reserve chairman ben bernanke friday said central bank stands ready provide support persistently weak economy didnt indicate imminent despite fresh signs feeble growth muchanticipated speech global monetary policymakers gathered wyoming mr bernanke didnt elaborate central banks remaining tools boost economy sign fed leaning action instead said fed extend midseptember meeting days discuss options central bank pursue committee continue assess economic outlook light incoming information prepared employ tools appropriate promote stronger economic recovery context price stability mr bernanke said dow jones industrial average opened lower fell points right mr bernankes comments stocks pared losses market participants applauded feds measured approach dow rose points close bond investors bought safeharbor treasury bonds amid rising fears economy headed recession sending prices benchmark year note higher,Relevant
earnings season quarterly exercise futility investors figure company did company did comparison wall street expecting heres rule thumb stocks react earnings reports seen wall street trader disappointment stock gets shot earnings expected stock gets maimed earnings substantially better expected does stock explained intel corp example electronics company reported excellent profits week pros expecting companys stock declined share day profits reported stocks arent treated merrill lynch reported sharply higher earnings week profits wall street expectations brokerage firms stock declined sharply day announcement stock prices higher mainly investors consider comparable return investment likely continue rates rise attractive levels happens stocks makes unattractive,Not Relevant
author deborah lynn blumberg new yorktreasurys rallied monday recouping ground sharp selloff previous week recent selling turned government bonds enticing bargain investors gains came federal reserve completed purchase treasury securities week buying nearly billion treasurys traders said bond yields reached levels looked enticing buyers prior weeks sharp yield sparking purchasing foreign central banks early monday year yield hit high level seen june pulling buyers afternoon trading year twoyear added sevenyear notes outperforming yield respectively sevenyear yield risen percentage point early november proved attractive,Not Relevant
clinton administration alarmed declining dollar threatens hopes economy led nation offensive prop currency treasury secretary lloyd bentsen declared unequivocally time dollar fallen far recruited allies ranging germany portugal buy dollars mostcoordinated force currency markets seen decade intervention met modest initial success markets sure test dollar increase pressure federal reserve board increase rates shore currency dollar traded late yesterday marks day yen clear deliberate departure past rhetoric described intervention response disorderly markets volatility mr bentsen said yesterdays moves reflect view recent movements exchange markets gone justified economic fundamentals trying dispel notion wants depreciate currency make exports attractive pressure japan agree trade concessions mr bentsen said administration sees advantage undervalued currency administration officials say markets badly misread dollar policy intervention effort counteract negative psychology developed false perception trying drive dollar competitive reasons indifferent market forces took dollar senior treasury official said yesterday course mr bentsen contributed february just taking office told questioner like stronger yen careful officials occasionally reinforced markets impression administration favors weak dollar view gained credence earlier year treasury failed act brake dollar fell sharply yen,Relevant
new york commercial industrial loan volume expected grow brisk year billion according forecast loan pricing corp projected increase surprising higher forecasts growth nations gross national product year greater commercial loan growth prior years commercial loan volume grew estimates grow year richard bennett senior economist loan pricing said people going need credit believe economy got year growth loan pricing private firm sells data commercial loan market cited higher rates junk bonds factor causing borrowers turn shortterm bank loans wellpublicized troubles large issuers highyield corporate bonds sent rates issues climbing new highs relative government debt mr bennett said junk bonds way financing,Not Relevant
washington inflation consumer level increased bit april mainly reflecting rising energy prices consumer price index rose slowerthanexpected accelerating rate march labor department said excluding food energy items core index rose just march months ending april core inflation month period ending march government attributed aprils faster growth consumer prices mainly surge energy prices drop march gasoline prices rose naturalgas prices fell electricity prices rose just food costs grew rate march government attributed increase core index largely housing rebound transportation prices housing costs grew increasing march transportation prices rose falling march,Not Relevant
fivedollar hit sudden inflation impromptu autograph album thursday reception foreign students state department young man money student civil engineering george washington university pointed autograph signature said robert kennedy student said obtained visit attorney general office earlier just little earlier autograph hunter says dollars worth kinds foreign paperback bills signed famous people turndown soviet ambassador sign secretary rusk arrived foreign student day party late conference offices dobrynin mrs rusk come earlier,Not Relevant
communities hit hardest recession continue fall rest country decades research released wednesday brookings institutions hamilton project suggests regions suffered disproportionately recession early example average earnings risen quarter rate rest employment grew slowly young people left region population growth slowed result demand housing weakened similar fate store areas country faced deepest housing employment shocks latest downturn report warned structural change said michigan gov jennifer granholm democrat referring latest recession economy just going come way avoid repeating scenario followed downturn papers commissioned hamilton project formed clinton administration democrats devise policies improve economy recommended revitalization efforts targeting worstoff communities proposals governmentsponsored bank provide loans people laid past years looking cost run government million million annually estimated university chicagos jens ludwig university california berkeleys steven raphael wrote proposal,Not Relevant
like thank messrs culver scott hawn letters editor nov opportunity correct common misunderstandings fuel grade ethanol dave culver concern projected production cost ethanol makes mention true costs imported oil externalities environmental health costs loss domestic jobs basic industries trade deficit commitments military resources ensure free flow oil middle east threats energy national security included true cost imports exceeds bbl according general accounting office mr culver factor claim vehicles consume mixture gasohol typically loss fuel mileage correct bit closer description vehicles time experience reduction range compared gasoline improve higher compression ratio engines allowed ethanols octane just flat wrong fires fuel incompatibility ethanol john scott correct warning production ethanol biofuels feed grains oilseeds agriculture forestry residues fast growing trees grasses urban biomass heading dump ensure environmental integrity dirt tailpipe sloshing river gallons soil gallon ethanol simply does occur modern environmentally sound farming practices including crop rotation conservation tillage planting harvesting filter strips scientific use agricultural chemicals nation commercializes conversion ethanol biofuels cellulosic biomass planting grasses trees erodible land bring increasing levels soil farm lands process way richard hawn needs visit brazil verify claims poorrunning cars doublethesize gas tanks essentially cars brazil run ethanol blends ethanol gasoline ethanol little touch denaturant imbibers away run public pleased fuel tanks larger straight gasoline used right btu content ethanol lower gasoline btu compared gasoline neglected mention increased thermal efficiency ethanol combusted higher octane permits engine designs remove btu advantage gasoline failed mention air quality san paulo brazil population million better los angeles new york city houston texas course externalities observation oil companies theirs,Not Relevant
response overly optimistic outdated piece long unemployment lasts people patterns sept communications field entry level laid august thorough exhausting job search hired august unemployment insurance ran job cutbacks layoffs companies statistics quoted new census bureau report garnered date certainly average northeast possibly rest country think bothered piece underlying attitude tell readers youre getting laid dont worry youre unemployed sellers market captioned graph showing average number months job search time kidding looking job anxious periods life people paper needs reality check,Not Relevant
oil companies giving congress bush administration golden opportunity regain standing eyes voters big oilwhich particularly good citizenhas overplayed hand wrong time minutes iraqi invasion kuwait oil prices jumped local gasoline pumps understood quickly instant ramifications event world oil companies quickly seized opportunity raise prices consumers paying cents gallon end week beginning week gasoline left middle east crude oil months ago experts say united states sixmonth reserve oil industrys standard response price increases challenged bases prices cost replace reserves renegade like iraqis saddam hussein controlling percent worlds oil reserves companies pitch argument cost considerably replace stock waited gasoline lines lesser extent plenty time hard thinking oil industrys double talk just oil released horded hopes obtaining higher profits probably thing touches oil time leaves ground time gets gas tank grain truth costs oil companies tentacles virtually aspect civilized world able shots modern industrial era arrogance unparalleled industry probably governments united states completely dependent oil companies source industrial home transportation energy cantor wontstand,Not Relevant
business generally pleased republicans praise stuck market rose yesterday news president new wage price control plans aflcio president meany walked governments old pay board spring said new setup step right direction lhafr labor federations coopeerate right watched new rules worked carefully added aflcio reserves theright oppose continuation controls april expire congress does extend meany problem aides said like people yesterday wholly sure new work quarrel old based claim tilted labor lashed repeatedly fact items food prices profits allowed rise faster wages,Not Relevant
nation merchandise trade deficit grew billion april biggest monthly increase october story nation merchandise trade deficit grew billion april biggest monthly increase october imports oil increased april exports dropped percent march level billion big drop volatile category aircraft sales agricultural exports imports rose percent billion bank chief resigns william middleton resigned president equitable bank na director holding company equitable bancorp bank announced yesterday bank chairman chief executive officer grant hathaway said middleton stepping felt particular talents experience longer fully used,Not Relevant
ipo window appears closed select companies stopped optimistic breed startups pinning dreams going public initial public offerings arent underwritten investment banks price stock share hoping sell eventually list otc bulletin board span wide variety industries mining technology lot common revenue cases product operating business land seek explore develop product prototypes want manufacture distribute willing public markets shot time mature companies gone public past months comes comes ideal investor deep pockets buy shares longterm partner said trevor blank chief executive skyhigh resources registered october raise company incorporated nearly years ago revenue owns acre property canada wants explore gold silver platinum cash balance according prospectus nil,Not Relevant
informix corp sybase longtime makers database software announced acquisitions help boost growth informix said agreed acquire ardent software developer datawarehousing technology million stock sybase agreed buy internet financialservices company called home financial network million cash stock software companies diversifying databases market led rival oracle corp buying ardent westboro mass informix gets larger position data warehouses comprehensive form database combine information sources company james pickrel senior analyst hambrecht quist llc san francisco said informix customers using ardent software combine data older computer systems web sites dedicated electronic commerce source technology said jeanyves dexmier informixs chief executive officer said going grow revenue faster result acquisition terms agreement informix offer million shares shares informix common stock outstanding ardent share assume outstanding ardent options close nasdaq stock market trading pm informix shares fell ardent shares jumped,Not Relevant
xaacp olficials urged president carter yesterday support humphreyllawkins mandate reduction unemployment cent received assurances carter spent ho minutes meeting benjamin hooks association new executive director leaders civil rights organization past carter endorsed concept employment embodied btll lias said wanted study aspects commit government provide jobs resort president speech congressional black caucus saturday night said administrations proposal reduce unemployment announced soon hooks warned organization satisfied administration programs hesitate demonstrate picket boycott,Relevant
rates rise thats bad news major commercial banks raised prime rate fourth time year percent highest years end cycle higher bank rates expected wake banks claim rising costs money element greed banks try make losses world loans federal reserve board keeping eagle eye recent slide dollar depreciated dollar helps exports negative aspects threatens new inflation stemming higher cost imported goods discourage flow foreign investment necessary finance national budget deficit fed walking tightrope desirability low rates spur domestic expansion higher rates prop dollar unless gets help deficitcontrol fiscal policy fed chairman alan greenspan plainly warned recent testimony choice opt higher rates choke tiring sixyear domestic expansion confront bush administration sudden recession higher rates compound massive problems battered savings loan industry losing billion month,Not Relevant
takeover speculation stirring shares western airlines premature according analysts stock good buy shares los angelesbased carrier climbed month daily trading volume million mark week friday stock closed unchanged just notch week high reached wednesday year speculation wave mergers reduce airline industry handful major national carriers carl icahns successful bid twa people express acquisition frontier holdings gave consolidation theory substance frank lorenzo acquisitive president texas air failed bids twa frontier market airline western considered likely target analysts dont expect major wave industry consolidation recession moment western vows remain independent mr lorenzo particular trouble making hostile bid texas air president perceived airline industry employees antilabor western owned workers analysts think westerns earnings turnaround makes stock good buy year shaping companys profitable thirdquarter earnings today exceed thirdquarter record million cents share company said,Not Relevant
washington commerce department released figures late year showing substantial improvement economic growth fourth quarter news cheered traders economic analysts politicians alike week department released revised figures indicating cheers nought instead growing inflationadjusted rate previously thought new figures showed economic growth limping fourth quarter meager pace drastic change illustrates highly technical benchmark statistical revisions completed recently department revamped economic landscape department sole source statistics nations total output gross national product alters numbers alters elses view world departments revisions altered virtually gnp figures cases reached far revisions reflected newly available information improved estimating techniques shift price base used adjusting gnp inflation reagan administration revisions make economic record look successful revisions things recession severe previously thought expansion followed isnt quite strong earlier statistics suggested,Relevant
washington initiating legislation change way financial markets work senate banking committee inclined existing regulatory structure chance implement reforms recommended brady task force days hearings panel week clear month released task forces central conclusion separate financial markets actually operate washingtons conventional wisdom recommendations presidential commission crash drew conclusion effectively congressional agenda change legislative action year members banking panel reacted favorably brady reports recommendations especially calls better clearing systems coordinated intermarket regulation crossmarket circuit breakers trading halts trying implement changes giving federal reserve board securities exchange commission new powers lawmakers indicated want current regulatory job try working cooperatively bodies involved make necessary changes markets congressional action sen christopher bond mo told john phelan chairman new york stock exchange comment typical hearings willing absolutely necessary legislation hope process selfinitiated efforts,Not Relevant
workers country seeing length jobless benefits pared shakeout playing unevenly pinching people states struggling unemployment national average changes benefits partly result improving job market budget pressures state federal level michigan states hardesthit economic downturn unemployment remains close job seekers soon receive year benefits time recession hit michigan like states offered weeks state federally funded benefits peak jobs crisis th state offer year payments new claimants jobless benefits states offer year weeks changes coming north carolina recently passed law cut benefits weeks starting july john rowloff single father teenagers monroe mich got unemployment checks earlier year says seen little improvement local labor market states official jobless rate fallen high,Relevant
carlyle group washington merchant banking company agreed acquire milwaukeebased auto parts manufacturer rexnord corp deal worth million carlyle pay million company invest million working capital according rexnords parent company invensys rexnord primary products clutches brakes chains employs people plants worldwide sales million year pay carlyle planned spend million buyout funds borrow rest banks people familiar sale said week carlyle officials reached comment meristar hospitality hotel real estate investment trust said thirdquarter results lower expected decline business travel lack travelers sept anniversary meristar lowered thirdquarter guidance revenue available room funds operations revenue available room decline percent percent quarter year compared previous guidance change percent decline forecast funds operations share lowered cents cents compared earlier guidance cents cents bbt north carolina banking company said friday buy equitable bank wheaton thrift million stock small montgomery county bank founded focuses consumer deposit services home loans branches suburban maryland bbt branches bbt operates banks southeast recent years bought halfdozen banks washington maryland virginia giving billion assets branches region bbt exchange share bbt share equitable values equitable share percent premium recent trading price deal announced shares equitable rose friday close nasdaq stock market acquisition approved regulators equitable shareholders completed quarter year legg mason baltimore brokerage firm money manager filed securities exchange commission sell million various securities legg mason bought money management firms billion assets past months said use proceeds future securities sales general corporate purposes including repayment debt acquisitions legg mason filed known shelf offering used register securities advance companies sell quickly market conditions favorable financing needs arise terms securities usually available sale period begins northrop grumman said friday electronic systems division laying employees operations maryland alabama new york connecticut layoffs occur divisions plants linthicum annapolis sykesville baltimore sun reported annapolis cuts oceanic naval systems business unit delays financing projects defense department said northrop grumman based el segundo calif northrop grumman marylands largest manufacturing employer electronic systems division employs people operations linthicum annapolis sykesville belcamp hagerstown gaithersburg lanham,Relevant
author bradley davis traders say forces fueled rally euro likely continue coming weeks possibly giving common currency room rise euro rebounded past month easing concerns european banking sovereigndebt problems analysts brian kim ubs stamford conn say currency high near term euro likely advance investors assess longerterm picture euro zone struggling high levels sovereign debt makes common currency ripe sell euro successfully navigated risk events economic data disappointed ubs said research note,Relevant
washington american shopper economys chief engine days kept spending decent clip month general motors corp strike damped overall retail sales sales retailers fell july june adjusting seasonal factors inflation commerce department reported yesterday worst performance year reversed modest rise june weakness entirely auto dealerships saw sales plunge month following rise june analysts blamed drop largely nowended gm walkout excluding cars retailers saw decent rise business making junes decline noncar sales consumers spending predilections taken heightened importance keeping economic expansion going asian crisis forced slowdown manufacturing threatened curb business investment despite daily news asias deterioration american consumer confidence remains high consumer continuing carry load economy said joel naroff economist union capital markets group philadelphia,Relevant
economy created new payroll jobs month largerthanexpected gain likely federal reserve raise shortterm rates soon fed action remains uncertain economic outlook particularly murky yesterday labor department report sizable increase payrolls did little clarify just strongly economy likely grow coming months labor department said nation unemployment rate ticked percent july percent prior months april percent rate continued rapid growth payrolls private businesses hired additional million workers months odds series recent economic reports pointing slowdown growth percent pace middle year stock bond prices fell yesterday investors traders fears fed policy makers interplct payroll numbers signal economic growth strong inflation remain low decide soon raise shortterm rates fifth time year,Not Relevant
atlanta board citizens southern corp bracing fight rejected ncnb corps ashare billion buyout offer citizens chairman bennett brown citing financial advice boston corp said ncnbs offer clearly inadequate citizens shareholders customers employees managed bank longterm value shareholdersnot quick sale said composite trading new york stock exchange yesterday citizens common stock closed share ncnb closed cents share board meeting ended market closed rejecting ncnb bid citizens invoked georgia antitakeover law main defense citizens rely federal state banking regulations defend according rodgin cohen partner sullivan cromwell chief architect citizens takeover defense antitrust questions federal reserve expected scrutinize relative strength ncnbs balance sheet citizens said weaker depth ncnbs management internal revenue service expected hard look tremendous tax benefits ncnb reaped takeover republicbank corp dallas summer mr cohen said suggested ncnb lose tax benefits regulatory review result attempt buy citizens,Not Relevant
new york seldom economy confounded forecasters possibly imagined year ago overall business activity notwithstanding unprecedented crash stock market remain briskly rise mid guessed expansion rolling relentlessly sixth straight year end sight economists failed anticipate durability tempted despair sensing imponderables overhang business scene nowadays forecasting grown hazardous occupation moved seek safer work like wrestling alligators instead numbers sets everglades worth taking retrospective look economys recent behavior perplexing suppose tarnished forecasting records expansion phases business cycle normally end rising economy begins bump constraints growth constraints physical labor productive capacity proves insufficient meet demand financial credit costly simply unavailable basic characteristic business cycle tended overlooked widespread concern year particularly october market crash recession soon set possibly start,Relevant
new york merger news animated banking technology optimism earnings fired transports sending market averages new highs widely anticipated milestones banking names jp morgan improved bank rose mellon bank gained moved higher fleet financial bankboston announced plans billion combination technology stocks improved merger hopes cmgi shot nasdaq stock market reports weekend boston globe indicated internet marketing investment concern expects lure bids lycos internet concern holds piece lycos climbed nasdaq host internet names advanced strength cmgi helped group said tim grazioso nasdaqtrading manager cantor fitzgerald dow jones industrial average rose finish highest close,Relevant
westgei wslg pf wslvac wevbrg weverhr wevr pf wheolf wheelf pf wneelpli whelpii pi whelpil pf whlrlpl whilc pfa white pfc wnitemt whittak ilawickes wiebldl williams willms pf wilshro wlndx winnbgo winlerj wisep wisgas wisg pf wiscpl wlscps wilco wilirr wolvrw womelc woodpi wolwth wolw pf worldair wrigly wurltzr xerox ixtras yales zalecp zalopla zanaia apalapl zavrecp zenllhr zurnlnd corelb vs lpacornco cornllus courtld ii ormr gouldt grahmf grandau grndctl gilakr greenmn egreit lovj grosst guardc va guilford glfcan gulfslrm sigma sikes silolnc sllvrcsl ssimcos imkirts solitron sonderb sorgpap ssoundsn,Not Relevant
questions living global economy needs reflect carefully financial turmoil past weeks longer escape issue manage world economic currents frontiers instruments deal international monetary fund lies center storm financial institution semblance global influence imf subject considerable controversy traditional approach imf lay foundation healthy economic growth restraining government intervention economies ensuring sound currencies encouraging open markets policies major factor spurring unprecedented changes global economy current efforts stabilize asian economies far different complex gone luxury exuberant economic environment commodity prices plummeting rates affected countries soaring crippling banks bankrupting business manufacturing plants asia idle excess capacity unemployment rising sharply devaluations fall capital markets drained substantial liquidity global markets losses stock market july equivalent total annual gdp latin american nations combined governments balance budgets face collapsing tax receipts impeding capacity stimulate economies problem imf issue corruption got predicament just real russia countries asia pernicious contagion infected banks commercial enterprises result illicit enrichment misallocation resources taxpayers world asked pay deep concerns corruption reflected debate congress imf funding addressed formulating new policies positive strong european economies exert considerable pull lift faltering economies developing world countries asia yielding large currentaccount surpluses help restore economies access bridge capital issue restore global confidence abetting corrupt practices rewarding illconsidered lending,Not Relevant
inflation hit hard poeketbook nerve americans escape meaning inflation hit hard poeketbook nerve americans escape meaning evil change certain place shortly threecent postage stamp going cents post office committee increasing postal rates line air mail cents cents longfamiliar penny postal card disappear replaced twocent card sessions democratic conference senate measure considered senators present expressed lot anxiety political consequences direct blow everyman purse agreed little choice approve increase house likely follow suit reason course postal deficit approaching halfbillion dollars year operating loss million dollars effect subsidy magazines newspapers secondclass mailing privilege granted rate lower actual cost carrying matter million dollars consists subsidies including airmail subsidy mail carried free government agencies members congress,Not Relevant
new york bond traders reacted enthusiastically new sign federal reserves determination steps needed fight inflation prices longterm government bonds rose erasing fridays losses treasurys benchmark year bonds gained half point face yield moves opposite direction price fell time prices shorterterm government issues fell slightly rates rose gap shortterm longterm rates narrowed development known bond jargon flattening yield curve traders said main catalyst article wall street journal reporting fed officials voted closeddoor meeting week lean raising shortterm rates article said decision doesnt mean fed raise rates right away vote does underline central banks concern recent signs inflation picking steam article cited people familiar feds deliberations fed spokesman declined comment bond market relieved learn necessary fed tighten curb inflation said nancy lazar executive vice president isi group investment research company,Not Relevant
bank america corp largest mortgage investors clashed tuesday bank vowed fight governmentbacked demands repurchase loans allegedly didnt meet underwriting guidelines promises bank acknowledged receiving monday letter investors alleging bank america unit didnt properly service bond deals investors include freddie mac governmentowned mortgage company freddie mac fannie mae larger sibling boosted demands lenders past year buy defaulted loans sold guaranteed mortgage titans tuesdays action marks step company force banks buy mortgagebacked securities issued wall street governmentbacked mortgage giants investors acting behalf clients include federal reserve bank new york neuberger berman group llc blackrock western asset management allianz ses pacific investment management pimco according people familiar matter charlotte nc bank hoped lifting foreclosure sale moratorium debunk fears mortgage process flawed investors grappled new concerns tuesday bank overwhelmed investor requests repurchase flawed mortgages housing collapse shares dropped cents shares declined end april amid worries regulatory reform lackluster revenues weak loan demand,Not Relevant
critics position framework talks japan question central premise japans distinctive trading behavior harms partners criticisms begin pointing bilateral trade imbalance nations does matter bilateral imbalance japan talks seek remedy designed address japans multilateral currentaccount surplus structural barriers japans markets matter japans trading partners japan currently running currentaccount surplus billion gross domestic product huge surplus depresses global demand slows pace economic expansion job creation nations reduction billion japans multilateral trade surplus leave japan currentaccount surplus billion gdp mean additional billion demand goods services japans trading partners americas share billion billion billion range jobs japan reduce currentaccount surplus luckily yes increases public spending tax cuts stimulate domestic demand increase imports reduce trade imbalance jeopardizing japans fiscal stability japans consumers businesses reeling effects worst economic slowdown world war ii major beneficiaries expansionary fiscal measures japans trading partners share benefits fiscal expansion winwin strategy japan rest world major focus framework talks japans currentaccount surplus distinctive features international performance comparatively small share manufactured imports total japanese consumption past years share manufactured imports total consumption increased steadily perceptibly advanced industrial countries japan today share japan compared germany japan distinctively low level intraindustry trade trade differentiated manufactures given industry japan does import tends import industries major exporter japan major exporter automobiles example imports contrast advanced industrial countries trade tend buy sell product lines reaping benefits enhanced product competition lower prices consumers,Not Relevant
fingernailgnawing scientists nudged hands doomsday clock ahead week citing growing anxiety global nuclear tensions outdone federal reserve chairman ben bernanke warned economic disaster awaits unless ticking time bomb entitlement spending defused testimony seemingly designed grab new democratic congress lapels monetary policy maker sounded unmistakable alarm fiscal policy telling senate budget committee recent improvement federal budget gap merely calm storm storm large number economists expect spinesnapping bounce federal spending social security medicare baby boom generation enters retirement mr bernanke told panel entitlement spending shoot gross national product compared gdp problem isnt economy grow way forestalling reform lead ballooning debt higher rates painful retrenchment form sharp spending cuts tax increases longer wait severe draconian difficult objectives going mr bernanke said offering change past think right time start years ago lawmakers lapped budget committee chairman kent conrad north dakota democrat said hoped people listening need address longterm imbalances challenges sooner better highest ranking republican panel equally receptive mr bernankes warning right clarion hope folks listen said sen judd gregg legislators mind notion bulging entitlement payments day come chop economy knees theres little agreement president bush tried overhaul social security instituting private investment accounts critics smelled handout wall street democrats swatted treasury secretary henry paulson exploring options entitlement reform mr bush known intends make run altering social security economists tuned proceedings hints future course rates said dire fed chairmans warning sounded calm storm bought congress white house little bit breathing room batten hatches little rates mr bernanke offer semiannual economic testimony month called data december industrial production good discoursed little merits various manners measuring consumer inflation pretty extent macro chatter brian bethune global insight wrote continuing resolution clamps spending high likelihood extended entire fiscal year use politicians make lease unclear battle brewing iraq war funding blot debate pursestrings,Not Relevant
washington trade deficit exploded record september americans continued soak imported goods exporters hurt damped economic growth overseas gap exports imports hit billion wider economists expected month larger revised billion deficit posted august commerce department reported result weaker exports slower overall growth economists estimating gross domestic product rose annualized rate quarter year government previously calculated slowest growth rate economy limped ahead second quarter nonetheless economy grew estimated rate year ended sept reduced thirdquarter pace stronger consistent growth rates big overseas business partners european growth slowed recently japans perennially sluggish economy gotten traction growth continuing outpace rest world said gerald cohen senior economist merrill lynch new york adding grow faster major trading partners pull imports export,Not Relevant
given time thousands federal workers official travel visiting washington business feds checking field offices attending conferences conducting business heres tip expects sent town oct start new fiscal year time nonessential operations shut lack federal budget agreement avoid sleepless seattle downandout ottawa buffaloed buffalo check excepted employee airplane event shutdown federal workers designated things excepted nonexcepted excepted types working essential nature jobs paid agency budgets approved agencies sept decide functions essential employees excepted designation,Not Relevant
consumers arent stepping spending pace retailers expected just months ago raising specter stores stuck piles unsold goods later year dimming retail picture larger downshift growth occurring economy consumer confidence slumped month job market remains weak thursday federal reserve reported consumer borrowing fell sign wary finances bodes poorly kind snapback spending stores anticipated months ago years holiday sales strong retailers expected robust growth continue year fueled pentup demand washing machines clothes werent bought recession typical retailer place orders months advance actual sales makes susceptible event sales fail materialize simply grow slowly expected slower growth mean stores stuck excess inventory michael stanley managing director rosenthal rosenthal specialty lender fashion industry known factor says stores conservative orders place compared months ago,Relevant
nations jobless rate dropped slightly percent december number jobs nationwide increased modestlynews financial markets economists viewed reassuring signs economic growth steady strong revive inflation unemployment rate fell lowest level early percent november government reported yesterday november number revised upward percent initially reported month ago adjustment reflect seasonal variations reports labor department read good news partly prospect moderate growth helped ease fears federal reserve board increase shortterm rates control inflation economy track steady economic growth said laura dandrea tyson chairman council economic advisers noted pressures lead inflation appeared tame bruce steinberg senior economist merrill lynch said labor departments unemployment release good report indicating really arent significant inflationary pressures economy,Relevant
response nov editorial argued federal creditcard cap government interference market forces point states laws set limits rates lenders charge used called usury laws percent prevailing market rate maximum states allow creditcard companies charge dont wonder charge absent state caps maybe market forces dont effectively drive rates people rate particularly irrelevant pay balance month incur charges membership fee credit limit important factors choosing card provider maybe way credit cards marketed rate smallest possible print comeon theres ripe area regulation enforcement dont believe high creditcard rates risk involved opponents cap allege chevy chase bank offered lowinterest visa card did card holders risk appears bank got financial trouble lending practices raised creditcard rates cover mistakes point creditcard loan does constitute unsecured debt opponents cap claim emphatically does mean creditcard company legal remedies recover money borrowers assets including wages absent complete personal financial disaster companies money dont feel sorry creditcard company getting account remember gets percentage price purchase make card retailer retailer passes cost customers,Not Relevant
conde nast publications absorbed nearly decades losses new yorker monday pulled plug portfolio magazine years closure monthly business glossy shows profoundly advertising downturn shifted paradigm conde nast publisher reputation operating concern profit cachet slate prestigious titles conferred recession accelerated erosion advertising print media including conde nasts newspaper magazine properties years helped prop unprofitable respected titles executives conde nast determined months difficult continue investing portfolio editorially proud product team produced said david carey group president collection conde nast titles includes portfolio timing terms building advertising franchise proved terrible si newhouse chairman conde nasts parent closely held advance publications biggest champion prestigious titles willing cut losses publication heavily invested signal dramatic change publishing house spokeswoman conde nast publisher titles including glamour vogue vanity fair said time foresee changes lineup titles,Not Relevant
strong surge job growth washington suburbs pushed regions unemployment rate percent march percent month earlier area employment officials reported yesterday unemployment rate washington suburbs fell percent percent february additional workers jobs technology companies construction sites hotels stores offices figures region adjusted seasonal fluctuations remain far comparable national unemployment rate percent march springtime economic pickup gave boost district providing jobs additional dc residents march compared february dc unemployment rate rose percent march percent february seasonal adjustments march figure lowest month recession employment district businesses rose jobs past year government downsizing lowered citys total work force including commuters march fewer year ago unfavorable sign march figures sharp percent decline permits housing construction washington area according regis sheehan associates mclean economists believe higher mortgage rates begun slowing housing market generally predict higher rates likely noticeably affect regions economy summer fall,Not Relevant
hong kong bad checks flying wake hong kongs stock market collapse group brokers held emergency meeting tuesday government stock exchange officials sources say meeting took place monetary affairs secretary david nendicks office government official asked exchange complied request identify brokers issued bad checks surprise jeffrey sun exchanges chief executive said action hadnt taken mr sun started explain mr nendick interrupted said think im hearing dont want hear exchanges inaction mr nendicks exasperation sum crisis confidence gripping hong kongs stock market crisis erupted oct local prices fell line global market plunge markets took beating kept trading hong kong collapse set escalating controversy stock exchanges powerful seemingly arbitrary management committee governments lame attempts far rein debate began markets fourday closing week ordered committee said calm public backfired monday market reopened suffer worst oneday plunge investor confidence helped revelations tuesday brokerage controlled ronald li chairman committee stock exchange faces problems trading hong kongs shaky futures market,Not Relevant
john kerry surrounded clinton veterans technocrats form democratic partys permanent establishment tone convention speech nationalistic just matters defense trade economics marked departure clinton orthodoxy kerry attacked outsourcing jobs implicitly blamed decline manufacturing middleclass living standards does mean candidate asked dave mccune steel worker met canton ohio saw job sent overseas equipment factory literally unbolted crated shipped thousands miles away job kerry asks question good provide voters answer time raises subject kerry advisers know trade explains decline manufacturing sectors share gross domestic product fell percent percent drop percentage points trade deficit manufactured goods grew percent gdp period true deficit recently grown sharply deeper historical forces explain manufacturings attrition forces honest candidate highlight americans growing richer richer people tend spend money manufactured goods services result composition production tends shift second manufacturing productivity risen fast considerably faster fact average rate economy productivity gain explains manufacturing jobs tend pay allows firms meet consumers limited demand fewer workers manufacturing employment fallen faster manufacturings share gdp heres kerry ought say fellow americans promised convention speech revitalize manufacturing sectors longterm decline flip economic progress manufacturing workers marvelously productive paid arent numerous,Not Relevant
chinas ambassador promised toughen safety standards prevent exports contaminated food drugs sen richard durbin dill rep rosa delauro dconn said meeting zhou wenzhong chinas ambassador united states andrew von eschenbach commissioner food drug administration chinese government fda promised work mutual agreement improve inspections overall safety food products drugs traded china lawmakers said statement chinese government detained shippers distributed tainted wheat gluten rice protein concentrate later improperly labeled statement said housing advocacy group filed lawsuit mortgage lender novastar financial accusing violating federal law discriminating african americans native americans people disabilities national community reinvestment coalition alleged novastar discriminated native americans banning loans properties reservations blacks hispanics banning loans rowhouses baltimore people disabilities banning loans houses used fostercare facilities disabled,Not Relevant
